time,seconds_elapsed,z,y,x
1664051593119922000,0.204921875,-0.33000001311302185,-0.18299999833106995,0.01600000075995922
1664051593129815000,0.21481494140625,-0.2879999876022339,-0.23399999737739563,-0.024000000208616257
1664051593139708000,0.2247080078125,-0.2879999876022339,-0.23399999737739563,-0.014999999664723873
1664051593149600800,0.234600830078125,-0.2879999876022339,-0.23399999737739563,-0.014000000432133675
1664051593159494000,0.244493896484375,-0.2879999876022339,-0.23399999737739563,-0.004999999888241291
1664051593169386800,0.25438671875,0.11400000005960464,0.061000000685453415,0.003000000026077032
1664051593179279600,0.264279541015625,0.04500000178813934,0.1420000046491623,0.012000000104308128
1664051593189172500,0.27417236328125,-0.00800000037997961,0.1420000046491623,-0.014000000432133675
1664051593199065300,0.2840654296875,-0.03500000014901161,0.1420000046491623,0.012000000104308128
1664051593208958200,0.293958251953125,0.004999999888241291,0.1420000046491623,-0.0010000000474974513
1664051593218851300,0.303851318359375,0.04500000178813934,0.1420000046491623,-0.014000000432133675
1664051593228744200,0.313744140625,0.05900000035762787,0.15600000321865082,0.012000000104308128
1664051593238637000,0.323636962890625,0.05900000035762787,0.1289999932050705,0.012000000104308128
1664051593248530000,0.333530029296875,0.04500000178813934,0.15600000321865082,-0.0010000000474974513
1664051593258422800,0.3434228515625,0.03200000151991844,0.1420000046491623,-0.014000000432133675
1664051593268316000,0.35331591796875,0.03200000151991844,0.15600000321865082,0.012000000104308128
1664051593278208800,0.363208740234375,0.017999999225139618,0.1420000046491623,0
1664051593288102000,0.373101806640625,-0.00800000037997961,0.15600000321865082,-0.014000000432133675
1664051593297994800,0.382994873046875,0.03200000151991844,0.1289999932050705,0.012000000104308128
1664051593307887600,0.3928876953125,0.0729999989271164,0.1289999932050705,0.012000000104308128
1664051593317780700,0.40278076171875,0.04500000178813934,0.15700000524520874,0.010999999940395355
1664051593327673600,0.412673583984375,0.004999999888241291,0.1289999932050705,-0.0020000000949949026
1664051593337566500,0.42256640625,0.017999999225139618,0.14300000667572021,-0.0020000000949949026
1664051593347459300,0.432459228515625,0.04500000178813934,0.16899999976158142,0.006000000052154064
1664051593357352400,0.4423525390625,0.07199999690055847,0.15600000321865082,0.019999999552965164
1664051593367245300,0.452245361328125,0.07199999690055847,0.13300000131130219,0.017999999225139618
1664051593377138200,0.46213818359375,0.04500000178813934,0.13300000131130219,0.017000000923871994
1664051593387031300,0.47203125,0.04500000178813934,0.12300000339746475,0.004000000189989805
1664051593396924200,0.481924072265625,0.017999999225139618,0.10899999737739563,0.004000000189989805
1664051593406817000,0.491817138671875,0.04500000178813934,0.10100000351667404,0.003000000026077032
1664051593416710000,0.5017099609375,0.04500000178813934,0.11500000208616257,0.003000000026077032
1664051593426602800,0.511602783203125,0.03200000151991844,0.11900000274181366,0.01600000075995922
1664051593436496000,0.521495849609375,0.04500000178813934,0.11900000274181366,0.01600000075995922
1664051593446388700,0.531388671875,0.017999999225139618,0.09799999743700027,0.0020000000949949026
1664051593456281600,0.541281494140625,0.017999999225139618,0.09799999743700027,0.003000000026077032
1664051593466175000,0.551175048828125,0.017999999225139618,0.09099999815225601,0.003000000026077032
1664051593476067800,0.56106787109375,0.05900000035762787,0.09000000357627869,0.01600000075995922
1664051593485960700,0.570960693359375,0.05900000035762787,0.08399999886751175,0.02800000086426735
1664051593495853300,0.580853271484375,0.03200000151991844,0.08399999886751175,0.0010000000474974513
1664051593505746200,0.59074609375,0.017999999225139618,0.09000000357627869,0.014000000432133675
1664051593515639300,0.600639404296875,0.017999999225139618,0.09000000357627869,-0.012000000104308128
1664051593525532200,0.6105322265625,0.05900000035762787,0.08299999684095383,0.0010000000474974513
1664051593535425300,0.62042529296875,0.017999999225139618,0.07000000029802322,0.02800000086426735
1664051593545318100,0.630318115234375,0.03200000151991844,0.06499999761581421,0.014000000432133675
1664051593555211000,0.6402109375,0.03200000151991844,0.06400000303983688,0
1664051593565104000,0.650104248046875,0.04600000008940697,0.05999999865889549,0
1664051593574997000,0.6599970703125,0.04600000008940697,0.0729999989271164,0.02800000086426735
1664051593584889900,0.669889892578125,0.05900000035762787,0.06800000369548798,0.013000000268220901
1664051593594783000,0.679782958984375,0.04600000008940697,0.08100000023841858,0.013000000268220901
1664051593604676000,0.689676025390625,0.017999999225139618,0.05000000074505806,0.013000000268220901
1664051593614568700,0.699568603515625,0.03200000151991844,0.05000000074505806,0.013000000268220901
1664051593624461600,0.709461669921875,0.04600000008940697,0.03400000184774399,0
1664051593634354400,0.7193544921875,0.04600000008940697,0.04699999839067459,-0.013000000268220901
1664051593644247600,0.72924755859375,0.04600000008940697,0.04399999976158142,0
1664051593654140400,0.739140380859375,0.04600000008940697,0.029999999329447746,0.013000000268220901
1664051593664033300,0.749033203125,0.04600000008940697,0.06599999964237213,0.02500000037252903
1664051593673926400,0.758926513671875,0.0729999989271164,0.03799999877810478,0.012000000104308128
1664051593683819500,0.768819580078125,0.03200000151991844,0.023000000044703484,-0.0010000000474974513
1664051593693712400,0.77871240234375,0.01899999938905239,0.06400000303983688,0.026000000536441803
1664051593703605200,0.788605224609375,0.03200000151991844,0.04699999839067459,0.010999999940395355
1664051593713498000,0.798498046875,0.04600000008940697,0.032999999821186066,0.02500000037252903
1664051593723391200,0.80839111328125,0.05900000035762787,0.029999999329447746,0.010999999940395355
1664051593733284000,0.8182841796875,0.04600000008940697,0.057999998331069946,0.024000000208616257
1664051593743177000,0.828177001953125,0.04600000008940697,0.02800000086426735,-0.0020000000949949026
1664051593753069800,0.83806982421875,0.01899999938905239,0.02800000086426735,0.024000000208616257
1664051593762963000,0.847962890625,0.05999999865889549,0.026000000536441803,-0.0010000000474974513
1664051593772855800,0.857855712890625,0.04600000008940697,0.013000000268220901,0.010999999940395355
1664051593782748700,0.867748779296875,0.04600000008940697,0.024000000208616257,0.009999999776482582
1664051593792641800,0.877641845703125,0.05999999865889549,0.024000000208616257,0.009999999776482582
1664051593802534700,0.88753466796875,0.05999999865889549,0.009999999776482582,-0.014999999664723873
1664051593812427500,0.897427490234375,0.04600000008940697,0.024000000208616257,0.012000000104308128
1664051593822320600,0.907320556640625,0.04600000008940697,0.02199999988079071,0.010999999940395355
1664051593832213500,0.917213623046875,0.03200000151991844,0.02199999988079071,-0.0010000000474974513
1664051593842106600,0.927106689453125,0.03200000151991844,0.00800000037997961,0.009999999776482582
1664051593851999500,0.93699951171875,0.03200000151991844,0.03500000014901161,0.024000000208616257
1664051593861892400,0.946892333984375,0.04600000008940697,0.04500000178813934,0.009999999776482582
1664051593871785500,0.956785400390625,0.04600000008940697,0.017000000923871994,0.009999999776482582
1664051593881678300,0.96667822265625,0.01899999938905239,0.01600000075995922,0.008999999612569809
1664051593891571200,0.9765712890625,0.03200000151991844,0.01600000075995922,-0.017000000923871994
1664051593901464000,0.986464111328125,0.04600000008940697,0.014999999664723873,-0.003000000026077032
1664051593911357000,0.99635693359375,0.0729999989271164,-0.010999999940395355,0.008999999612569809
1664051593921249800,1.006249755859375,0.04600000008940697,-0.009999999776482582,0.008999999612569809
1664051593931143000,1.016142822265625,0.04600000008940697,0.01600000075995922,0.008999999612569809
1664051593941036000,1.0260361328125,0.01899999938905239,0.027000000700354576,-0.003000000026077032
1664051593950929000,1.035928955078125,0.03200000151991844,0.014000000432133675,-0.003000000026077032
1664051593960821800,1.04582177734375,0.03200000151991844,0.013000000268220901,-0.003000000026077032
1664051593970715000,1.05571484375,0.05999999865889549,0,-0.003000000026077032
1664051593980607700,1.065607666015625,0.04600000008940697,0,0.008999999612569809
1664051593990500600,1.07550048828125,0.03200000151991844,-0.014000000432133675,-0.017000000923871994
1664051594000393700,1.085393798828125,0.04600000008940697,0.012000000104308128,-0.01600000075995922
1664051594010286600,1.09528662109375,0.04600000008940697,0.012000000104308128,0.009999999776482582
1664051594020179500,1.105179443359375,0.04600000008940697,0.010999999940395355,0.009999999776482582
1664051594030072300,1.115072265625,0.0729999989271164,0.024000000208616257,0.009999999776482582
1664051594039965400,1.12496533203125,0.04600000008940697,-0.0020000000949949026,0.008999999612569809
1664051594049858600,1.134858642578125,0.04600000008940697,0.010999999940395355,-0.003000000026077032
1664051594059751400,1.14475146484375,0.032999999821186066,0.023000000044703484,0.008999999612569809
1664051594069644300,1.154644287109375,0.01899999938905239,0.008999999612569809,0.008999999612569809
1664051594079537200,1.164537109375,0.04600000008940697,0.008999999612569809,-0.004000000189989805
1664051594089430000,1.174429931640625,0.05999999865889549,0.008999999612569809,0.008999999612569809
1664051594099323100,1.1843232421875,0.04600000008940697,-0.003000000026077032,0.00800000037997961
1664051594109216000,1.194216064453125,0.05999999865889549,0.008999999612569809,-0.017999999225139618
1664051594119108900,1.20410888671875,0.04600000008940697,0.008999999612569809,-0.004000000189989805
1664051594129002000,1.214001953125,0.04600000008940697,0.00800000037997961,0.008999999612569809
1664051594138894800,1.223894775390625,0.05999999865889549,0.00800000037997961,-0.004000000189989805
1664051594148788000,1.2337880859375,0.04600000008940697,0.00800000037997961,-0.017000000923871994
1664051594158680800,1.243680908203125,0.032999999821186066,-0.004000000189989805,0.00800000037997961
1664051594168573700,1.25357373046875,0.032999999821186066,-0.004000000189989805,0.00800000037997961
1664051594178466800,1.263466796875,0.04600000008940697,0.019999999552965164,0.00800000037997961
1664051594188359700,1.273359619140625,0.05999999865889549,0.007000000216066837,0.00800000037997961
1664051594198252500,1.28325244140625,0.04600000008940697,-0.004999999888241291,0.019999999552965164
1664051594208145400,1.2931455078125,0.032999999821186066,0.007000000216066837,-0.006000000052154064
1664051594218038500,1.30303857421875,0.032999999821186066,-0.004999999888241291,0.01899999938905239
1664051594227931400,1.312931396484375,0.04600000008940697,-0.004999999888241291,0.004999999888241291
1664051594237824500,1.322824462890625,0.032999999821186066,0.007000000216066837,0.004999999888241291
1664051594247717400,1.33271728515625,0.04600000008940697,-0.006000000052154064,-0.00800000037997961
1664051594257610500,1.342610595703125,0.032999999821186066,0.007000000216066837,0.017000000923871994
1664051594267503400,1.35250341796875,0.032999999821186066,0.019999999552965164,-0.008999999612569809
1664051594277396200,1.362396240234375,0.04600000008940697,-0.006000000052154064,-0.00800000037997961
1664051594287289000,1.3722890625,0.04600000008940697,-0.01899999938905239,0.004000000189989805
1664051594297182200,1.38218212890625,0.032999999821186066,-0.029999999329447746,0.004000000189989805
1664051594307075000,1.392074951171875,0.04600000008940697,0.008999999612569809,-0.008999999612569809
1664051594316968000,1.401968017578125,0.04600000008940697,0.02199999988079071,0.004000000189989805
1664051594326861000,1.411861083984375,0.032999999821186066,0.02199999988079071,0.017000000923871994
1664051594336754000,1.42175390625,0.032999999821186066,0.007000000216066837,0.01600000075995922
1664051594346646800,1.431646728515625,0.04600000008940697,0.007000000216066837,-0.009999999776482582
1664051594356540000,1.441539794921875,0.032999999821186066,0.007000000216066837,-0.008999999612569809
1664051594366433000,1.45143310546875,0.04600000008940697,0.007000000216066837,-0.008999999612569809
1664051594376325600,1.46132568359375,0.032999999821186066,0.006000000052154064,-0.00800000037997961
1664051594386218500,1.471218505859375,0.07400000095367432,-0.006000000052154064,-0.00800000037997961
1664051594396111600,1.481111572265625,0.032999999821186066,0.006000000052154064,0.004000000189989805
1664051594406004700,1.491004638671875,0.05999999865889549,0.01899999938905239,0.017999999225139618
1664051594415897600,1.500897705078125,0.05999999865889549,-0.006000000052154064,0.01600000075995922
1664051594425790500,1.51079052734375,0.05999999865889549,-0.006000000052154064,0.003000000026077032
1664051594435683600,1.52068359375,0.032999999821186066,0.006000000052154064,0.003000000026077032
1664051594445576400,1.530576416015625,0.032999999821186066,0.006000000052154064,-0.009999999776482582
1664051594455469300,1.54046923828125,0.032999999821186066,-0.006000000052154064,0.0020000000949949026
1664051594465362200,1.550362060546875,0.032999999821186066,0.007000000216066837,-0.009999999776482582
1664051594475255300,1.56025537109375,0.05999999865889549,0.01899999938905239,-0.008999999612569809
1664051594485148200,1.570148193359375,0.04600000008940697,-0.020999999716877937,-0.008999999612569809
1664051594495041300,1.580041259765625,0.05999999865889549,0.004999999888241291,0.003000000026077032
1664051594504934100,1.58993408203125,0.032999999821186066,0.004999999888241291,-0.008999999612569809
1664051594514827000,1.599826904296875,0.032999999821186066,-0.007000000216066837,0.003000000026077032
1664051594524720000,1.60972021484375,0.032999999821186066,-0.007000000216066837,-0.009999999776482582
1664051594534613000,1.619613037109375,0.05999999865889549,0.017000000923871994,0.01600000075995922
1664051594544505900,1.629505859375,0.04600000008940697,0.017999999225139618,0.0020000000949949026
1664051594554399000,1.63939892578125,0.032999999821186066,-0.00800000037997961,-0.009999999776482582
1664051594564291800,1.649291748046875,0.04600000008940697,0.004999999888241291,-0.009999999776482582
1664051594574184700,1.659184814453125,0.032999999821186066,0.004000000189989805,0.003000000026077032
1664051594584077800,1.669077880859375,0.032999999821186066,-0.00800000037997961,-0.009999999776482582
1664051594593970700,1.678970703125,0.04600000008940697,0.004000000189989805,-0.008999999612569809
1664051594603863600,1.688863525390625,0.04600000008940697,0.004000000189989805,0.003000000026077032
1664051594613756700,1.698756591796875,0.04600000008940697,0.004000000189989805,0.003000000026077032
1664051594623649500,1.7086494140625,0.032999999821186066,-0.008999999612569809,0.003000000026077032
1664051594633542700,1.718542724609375,0.032999999821186066,-0.00800000037997961,0.003000000026077032
1664051594643435500,1.728435546875,0.05999999865889549,0.004999999888241291,0.003000000026077032
1664051594653328400,1.738328369140625,0.032999999821186066,0.004000000189989805,-0.008999999612569809
1664051594663221200,1.74822119140625,0.04600000008940697,0.017999999225139618,0.004000000189989805
1664051594673114000,1.758114013671875,0.04600000008940697,-0.019999999552965164,0.004000000189989805
1664051594683007200,1.76800732421875,0.05999999865889549,0.006000000052154064,0.004000000189989805
1664051594692900000,1.777900146484375,0.05999999865889549,0.006000000052154064,0.003000000026077032
1664051594702793200,1.787793212890625,0.05999999865889549,0.006000000052154064,0.004000000189989805
1664051594712686000,1.79768603515625,0.07400000095367432,0.004999999888241291,0.003000000026077032
1664051594722579200,1.8075791015625,0.05999999865889549,0.004999999888241291,-0.008999999612569809
1664051594732472000,1.81747216796875,0.032999999821186066,0.004999999888241291,-0.00800000037997961
1664051594742365000,1.827364990234375,0.01899999938905239,0.01899999938905239,0.017999999225139618
1664051594752257800,1.8372578125,0.07400000095367432,0.004999999888241291,0.004000000189989805
1664051594762150700,1.847150634765625,0.07400000095367432,0.004999999888241291,0.004000000189989805
1664051594772043800,1.857043701171875,0.032999999821186066,0.004000000189989805,0.004000000189989805
1664051594781936600,1.8669365234375,0.032999999821186066,-0.00800000037997961,0.017999999225139618
1664051594791829500,1.87682958984375,0.032999999821186066,-0.00800000037997961,0.004000000189989805
1664051594801722600,1.88672265625,0.05999999865889549,0.01899999938905239,0.004000000189989805
1664051594811615700,1.89661572265625,0.04600000008940697,0.017000000923871994,-0.00800000037997961
1664051594821508600,1.906508544921875,0.04600000008940697,-0.023000000044703484,-0.00800000037997961
1664051594831401500,1.9164013671875,0.04600000008940697,-0.008999999612569809,0.004000000189989805
1664051594841294600,1.926294677734375,0.032999999821186066,-0.008999999612569809,0.004000000189989805
1664051594851187500,1.9361875,0.04600000008940697,0.01600000075995922,-0.00800000037997961
1664051594861080600,1.94608056640625,0.04600000008940697,0.029999999329447746,-0.00800000037997961
1664051594870973400,1.955973388671875,0.04600000008940697,0.003000000026077032,0.004000000189989805
1664051594880866300,1.9658662109375,0.04600000008940697,-0.009999999776482582,0.017999999225139618
1664051594890759200,1.97575927734375,0.01899999938905239,-0.008999999612569809,0.004000000189989805
1664051594900652300,1.98565234375,0.032999999821186066,0.017000000923871994,0.017999999225139618
1664051594910545200,1.995545166015625,0.05999999865889549,0.003000000026077032,0.004000000189989805
1664051594920438000,2.00543798828125,0.07400000095367432,-0.009999999776482582,-0.008999999612569809
1664051594930331100,2.0153310546875,0.032999999821186066,-0.008999999612569809,-0.00800000037997961
1664051594940224000,2.02522412109375,0.05999999865889549,0.004000000189989805,-0.02199999988079071
1664051594950116900,2.035116943359375,0.032999999821186066,0.01600000075995922,-0.007000000216066837
1664051594960010000,2.045010009765625,0.032999999821186066,0.01600000075995922,0.004999999888241291
1664051594969902800,2.05490283203125,0.032999999821186066,0.014999999664723873,0.017999999225139618
1664051594979795700,2.064795654296875,0.07400000095367432,0.0020000000949949026,0.004000000189989805
1664051594989688800,2.074688720703125,0.04600000008940697,0.0020000000949949026,-0.00800000037997961
1664051594999581700,2.084581787109375,0.04600000008940697,0.014999999664723873,-0.020999999716877937
1664051595009474800,2.094474853515625,0.032999999821186066,-0.023000000044703484,0.017000000923871994
1664051595019367700,2.10436767578125,0.032999999821186066,0.003000000026077032,0.004000000189989805
1664051595029260500,2.114260498046875,0.04600000008940697,-0.008999999612569809,0.003000000026077032
1664051595039153700,2.124153564453125,0.04600000008940697,0.004000000189989805,0.003000000026077032
1664051595049046300,2.13404638671875,0.05999999865889549,0.004000000189989805,-0.020999999716877937
1664051595058939400,2.143939453125,0.04600000008940697,0.004000000189989805,-0.020999999716877937
1664051595068832300,2.153832275390625,0.032999999821186066,0.004000000189989805,0.004999999888241291
1664051595078725000,2.16372509765625,0.04600000008940697,-0.008999999612569809,0.004999999888241291
1664051595088618200,2.1736181640625,0.032999999821186066,0.003000000026077032,0.004000000189989805
1664051595098511400,2.183511474609375,0.04600000008940697,0.003000000026077032,0.004000000189989805
1664051595108404200,2.193404296875,0.05999999865889549,0.003000000026077032,0.004000000189989805
1664051595118297000,2.203297119140625,0.032999999821186066,0.003000000026077032,0.004000000189989805
1664051595128190200,2.213190185546875,0.04600000008940697,0.014999999664723873,0.004000000189989805
1664051595138083000,2.2230830078125,0.05999999865889549,0.0020000000949949026,0.004000000189989805
1664051595147976000,2.232975830078125,0.032999999821186066,-0.009999999776482582,-0.00800000037997961
1664051595157868800,2.242868896484375,0.01899999938905239,-0.009999999776482582,0.004999999888241291
1664051595167762000,2.252761962890625,0.01899999938905239,0.014999999664723873,0.017000000923871994
1664051595177655000,2.262655029296875,0.01899999938905239,-0.010999999940395355,0.003000000026077032
1664051595187548000,2.2725478515625,0.04600000008940697,-0.009999999776482582,-0.020999999716877937
1664051595197440800,2.282440673828125,0.04600000008940697,0.0020000000949949026,0.004999999888241291
1664051595207334000,2.292333984375,0.05999999865889549,0.0020000000949949026,0.004999999888241291
1664051595217226800,2.302226806640625,0.04600000008940697,-0.009999999776482582,0.004999999888241291
1664051595227119600,2.31211962890625,0.07400000095367432,0.0020000000949949026,-0.007000000216066837
1664051595237012700,2.3220126953125,0.05999999865889549,-0.010999999940395355,-0.007000000216066837
1664051595246905900,2.33190576171875,0.04600000008940697,0.0020000000949949026,0.004999999888241291
1664051595256798700,2.341798828125,0.032999999821186066,0.0020000000949949026,0.004999999888241291
1664051595266691300,2.35169140625,0.04600000008940697,-0.009999999776482582,0.004999999888241291
1664051595276584400,2.36158447265625,0.04600000008940697,-0.009999999776482582,0.004999999888241291
