Timestamp,Milliseconds,X,Y,Z
2022-03-13 13:57:32,0,0.09546551,-0.14063863,-0.17458102
2022-03-13 13:57:32,19,0.10746552,-0.012638715,0.03841883
2022-03-13 13:57:32,38,-5.343905E-4,0.012361195,0.048418898
2022-03-13 13:57:32,58,0.0064654457,0.044361208,-0.04558094
2022-03-13 13:57:32,76,0.0044655115,0.026361266,-0.027580999
2022-03-13 13:57:32,95,-0.03853434,-0.044638596,0.015418852
2022-03-13 13:57:32,114,-0.059534382,-0.041638628,-0.0025809556
2022-03-13 13:57:32,133,-0.0035343585,0.0043611913,-0.031581
2022-03-13 13:57:32,153,0.026465453,0.014361262,-0.02158093
2022-03-13 13:57:32,171,0.044465527,-0.0026386448,-0.0055809235
2022-03-13 13:57:32,190,0.06846554,0.0033611578,-0.0035809893
2022-03-13 13:57:32,209,0.04246546,0.012361195,-0.0015809219
2022-03-13 13:57:32,228,-0.005534426,-0.0076386803,-0.004581023
2022-03-13 13:57:32,248,-0.045534443,-0.041638628,0.0014189128
2022-03-13 13:57:32,266,-0.052534413,-0.041638628,0.01741892
2022-03-13 13:57:32,285,-0.03953437,-0.03663859,0.022418821
2022-03-13 13:57:32,304,-0.020534398,-0.0036386785,0.008418882
2022-03-13 13:57:32,324,0.043465495,0.03936117,-0.029580934
2022-03-13 13:57:33,342,0.09446548,0.04836121,-0.049580943
2022-03-13 13:57:33,361,0.08946545,0.008361193,-0.056581043
2022-03-13 13:57:33,380,0.0544636,-0.03664099,-0.038581636
2022-03-13 13:57:33,399,0.05246353,-0.05164096,-0.024581697
2022-03-13 13:57:33,419,0.034463592,-0.021641018,-0.012581692
2022-03-13 13:57:33,437,0.023463488,0.008358795,-0.018581629
2022-03-13 13:57:33,456,0.020463519,0.046358876,-0.0285817
2022-03-13 13:57:33,476,0.03746356,0.045358844,-0.024581697
2022-03-13 13:57:33,494,0.043463495,0.0063588605,-0.0085816905
2022-03-13 13:57:33,513,0.03046359,-0.03364102,-0.034581635
2022-03-13 13:57:33,532,0.0034634795,-0.04664106,-0.042581636
2022-03-13 13:57:33,552,0.025463555,-0.004640977,-0.03958167
2022-03-13 13:57:33,570,0.07546351,0.06135885,-0.047581673
2022-03-13 13:57:33,589,0.12046356,0.12235891,-0.064581715
2022-03-13 13:57:33,608,0.18646352,0.20935892,-0.068581715
2022-03-13 13:57:33,627,0.26246354,0.24235882,-0.09658173
2022-03-13 13:57:33,647,0.3154636,0.23735891,-0.1155817
2022-03-13 13:57:33,665,0.34546354,0.19435893,-0.15158172
2022-03-13 13:57:33,685,0.36146355,0.18635893,-0.15158172
2022-03-13 13:57:33,704,0.4114635,0.24635883,-0.12458174
2022-03-13 13:57:33,722,0.4584635,0.27335894,-0.1115817
2022-03-13 13:57:33,741,0.40546358,0.20735884,-0.1275817
2022-03-13 13:57:33,760,0.27546358,0.13835892,-0.14958164
2022-03-13 13:57:33,780,0.22246353,0.10035883,-0.13258174
2022-03-13 13:57:33,798,0.23446354,0.07935892,-0.12458174
2022-03-13 13:57:33,817,0.21046352,0.09135893,-0.15358165
2022-03-13 13:57:33,836,0.16646351,0.069358855,-0.16558166
2022-03-13 13:57:33,856,0.1384635,0.040358808,-0.12858173
2022-03-13 13:57:33,874,0.15146354,0.050358877,-0.11258173
2022-03-13 13:57:33,893,0.16046543,0.087361194,-0.103581026
2022-03-13 13:57:33,912,0.15246543,0.060361214,-0.092581056
2022-03-13 13:57:33,931,0.09446548,-0.0056386124,-0.088581055
2022-03-13 13:57:33,950,0.057465434,-0.07463867,-0.060581047
2022-03-13 13:57:33,969,0.057465434,-0.07463867,-0.029580934
2022-03-13 13:57:33,988,0.081465445,-0.03663859,-0.0115809925
2022-03-13 13:57:33,1007,0.052465532,-0.018638652,0.019418852
2022-03-13 13:57:33,1027,0.013465416,-0.030638656,0.054418836
2022-03-13 13:57:33,1045,-0.010534462,-0.04963863,0.054418836
2022-03-13 13:57:33,1064,-0.04853441,-0.07063867,0.016418885
2022-03-13 13:57:33,1083,-0.09453436,-0.09763865,0.0024188133
2022-03-13 13:57:33,1103,-0.07653442,-0.10063862,0.0024188133
2022-03-13 13:57:33,1121,-0.03553437,-0.08763871,-0.0025809556
2022-03-13 13:57:33,1140,0.008465514,-0.047638696,0.0044188807
2022-03-13 13:57:33,1159,0.03946549,0.0043611913,0.0104188165
2022-03-13 13:57:33,1178,0.05346543,0.03136117,0.009418916
2022-03-13 13:57:33,1198,0.027465487,0.007361159,0.020418886
2022-03-13 13:57:33,1216,-0.020534398,-0.04963863,0.030418824
2022-03-13 13:57:33,1235,-0.07253442,-0.111638725,0.01141885
2022-03-13 13:57:33,1254,-0.06653435,-0.114638686,-0.007580991
2022-03-13 13:57:33,1274,-0.033534437,-0.0716387,-0.007580991
2022-03-13 13:57:33,1292,-0.005534426,-0.0086387135,0.01741892
2022-03-13 13:57:33,1311,-5.343905E-4,0.0023612573,0.018418819
2022-03-13 13:57:33,1330,-0.032534402,-0.016638717,0.014418818
2022-03-13 13:57:34,1349,-0.040534407,-0.047638696,0.0024188133
2022-03-13 13:57:34,1368,-0.04253434,-0.07263861,-0.01458096
2022-03-13 13:57:34,1387,-0.019538628,-0.020643782,-0.010582558
2022-03-13 13:57:34,1406,0.023461223,0.029356038,0.0054173158
2022-03-13 13:57:34,1425,0.053461168,0.04835601,0.025417324
2022-03-13 13:57:34,1444,0.051461235,0.029356038,0.009417317
2022-03-13 13:57:34,1464,0.017461153,-0.011643877,-0.016582493
2022-03-13 13:57:34,1482,-0.019538628,-0.039643887,4.1728024E-4
2022-03-13 13:57:34,1501,-0.035538636,-0.038643856,0.018417355
2022-03-13 13:57:34,1520,-0.0305386,-0.029643819,0.019417388
2022-03-13 13:57:34,1540,-0.012538658,-0.008643776,0.019417388
2022-03-13 13:57:34,1558,0.0094611505,0.022356069,4.1728024E-4
2022-03-13 13:57:34,1577,0.03646126,0.03635601,-0.028582498
2022-03-13 13:57:34,1596,0.042461198,0.024356004,-0.045582537
